forecast_id,product_id,month,forecast_quantity,actual_quantity,mape,forecast_accuracy_status
FC0002142,PROD00118,2026-06,3339,3315,0.72,Acceptable
FC0002143,PROD00043,2025-01,2733,2846,3.97,Acceptable
FC0002144,PROD00043,2025-02,2733,2878,5.04,Acceptable
FC0002145,PROD00043,2025-03,2733,2625,4.11,Acceptable
FC0002146,PROD00043,2025-04,2733,2463,10.96,Acceptable
FC0002147,PROD00043,2025-05,2733,4103,33.39,High Error
FC0002148,PROD00043,2025-06,2733,2387,14.5,Acceptable
FC0002149,PROD00043,2025-07,2733,2766,1.19,Acceptable
FC0002150,PROD00043,2025-08,2733,2462,11.01,Acceptable
FC0002151,PROD00043,2025-09,2733,2847,4.0,Acceptable
FC0002152,PROD00043,2025-10,2733,2992,8.66,Acceptable
FC0002153,PROD00043,2025-11,2733,2383,14.69,Acceptable
FC0002154,PROD00043,2025-12,2733,2780,1.69,Acceptable
FC0002155,PROD00043,2026-01,2733,2844,3.9,Acceptable
FC0002156,PROD00043,2026-02,2733,3666,25.45,High Error
FC0002157,PROD00043,2026-03,2733,2527,8.15,Acceptable
FC0002158,PROD00043,2026-04,2733,2662,2.67,Acceptable
FC0002159,PROD00043,2026-05,2733,2994,8.72,Acceptable
FC0002160,PROD00043,2026-06,2733,2583,5.81,Acceptable
