shipment_id,po_number,carrier,warehouse_id,destination,status,eta
SHP001688,PO000176,XPO Logistics,WH004,"Atlanta, GA",Exception,2025-08-11
SHP001689,PO002742,UPS,WH008,"Dallas, TX",In Transit,2025-07-27
SHP001690,PO000245,J.B. Hunt,WH007,"Seattle, WA",In Transit,2026-06-01
SHP001691,PO001545,XPO Logistics,WH006,"New York, NY",Exception,2026-05-29
SHP001692,PO002272,FedEx,WH002,"Seattle, WA",Delayed,2025-08-06
SHP001693,PO000798,FedEx,WH007,"Atlanta, GA",In Transit,2025-03-10
SHP001694,PO000932,Ryder,WH005,"Seattle, WA",Delivered,2025-11-09
SHP001695,PO001680,Ryder,WH006,"Atlanta, GA",In Transit,2026-02-17
SHP001696,PO000524,FedEx,WH006,"Atlanta, GA",In Transit,2025-03-22
SHP001697,PO000511,FedEx,WH001,"Chicago, IL",Exception,2026-05-23
SHP001698,PO001913,XPO Logistics,WH006,"New York, NY",Delivered,2025-05-28
SHP001699,PO000352,J.B. Hunt,WH006,"New York, NY",Exception,2025-02-12
SHP001700,PO000481,J.B. Hunt,WH004,"Atlanta, GA",Exception,2026-04-08
SHP001701,PO000952,DHL,WH003,"Chicago, IL",Delayed,2025-07-28
SHP001702,PO001252,J.B. Hunt,WH005,"Atlanta, GA",Delivered,2025-09-26
SHP001703,PO000930,UPS,WH006,"New York, NY",In Transit,2025-04-14
SHP001704,PO000276,XPO Logistics,WH003,"Dallas, TX",Exception,2025-02-16
SHP001705,PO002023,FedEx,WH005,"Dallas, TX",Delivered,2026-07-19
SHP001706,PO001658,FedEx,WH005,"Dallas, TX",Delivered,2025-11-21
SHP001707,PO000427,DHL,WH001,"New York, NY",Delayed,2025-01-03
SHP001708,PO001680,Ryder,WH002,"Chicago, IL",Delayed,2025-01-15
SHP001709,PO000365,Ryder,WH005,"Chicago, IL",Delayed,2026-05-06
SHP001710,PO000918,XPO Logistics,WH005,"Dallas, TX",Exception,2025-08-13
SHP001711,PO001948,XPO Logistics,WH005,"Seattle, WA",In Transit,2025-06-25
SHP001712,PO001903,Ryder,WH005,"Chicago, IL",In Transit,2025-11-24
SHP001713,PO001601,DHL,WH004,"New York, NY",In Transit,2025-10-20
SHP001714,PO001706,DHL,WH003,"Atlanta, GA",Exception,2025-01-14
SHP001715,PO002193,FedEx,WH008,"Atlanta, GA",Delivered,2026-07-04
SHP001716,PO002812,DHL,WH004,"New York, NY",Delayed,2025-05-22
SHP001717,PO002039,Ryder,WH006,"Chicago, IL",Exception,2026-06-25
SHP001718,PO000509,J.B. Hunt,WH003,"Dallas, TX",Exception,2026-03-19
SHP001719,PO002068,Ryder,WH002,"Chicago, IL",Delivered,2026-07-16
SHP001720,PO002359,XPO Logistics,WH007,"Dallas, TX",In Transit,2025-11-11
SHP001721,PO002307,J.B. Hunt,WH001,"New York, NY",Delayed,2025-06-13
SHP001722,PO000961,UPS,WH001,"New York, NY",Exception,2025-01-02
SHP001723,PO001304,J.B. Hunt,WH007,"Chicago, IL",Exception,2025-01-16
SHP001724,PO002019,Ryder,WH006,"New York, NY",Delayed,2025-04-14
SHP001725,PO001980,XPO Logistics,WH006,"Chicago, IL",Delivered,2025-03-18
SHP001726,PO000499,XPO Logistics,WH001,"Chicago, IL",In Transit,2025-05-01
SHP001727,PO002410,UPS,WH008,"New York, NY",Delayed,2025-07-28
SHP001728,PO001529,J.B. Hunt,WH007,"Dallas, TX",Exception,2025-01-02
SHP001729,PO001057,XPO Logistics,WH008,"Atlanta, GA",Delayed,2025-08-30
SHP001730,PO001429,DHL,WH004,"Seattle, WA",Exception,2025-07-04
SHP001731,PO000950,UPS,WH001,"Dallas, TX",Delivered,2026-05-20
SHP001732,PO002010,UPS,WH004,"Dallas, TX",Delayed,2025-08-24
SHP001733,PO001637,UPS,WH006,"Seattle, WA",Delivered,2025-07-24
SHP001734,PO000894,XPO Logistics,WH005,"Dallas, TX",Exception,2025-10-06
SHP001735,PO002786,FedEx,WH002,"Atlanta, GA",In Transit,2025-08-30
SHP001736,PO001928,J.B. Hunt,WH004,"New York, NY",Delivered,2026-03-01
SHP001737,PO001488,Ryder,WH005,"Chicago, IL",Delayed,2026-07-07
SHP001738,PO000346,Ryder,WH007,"Chicago, IL",In Transit,2026-02-27
SHP001739,PO000615,DHL,WH004,"Dallas, TX",Delivered,2026-01-12
SHP001740,PO000455,Ryder,WH005,"New York, NY",Delivered,2025-07-31
SHP001741,PO002504,FedEx,WH006,"Seattle, WA",Delivered,2025-09-10
SHP001742,PO000199,Ryder,WH007,"Seattle, WA",Delayed,2025-07-20
SHP001743,PO001772,UPS,WH007,"Atlanta, GA",Exception,2025-04-01
SHP001744,PO002940,DHL,WH002,"Atlanta, GA",Exception,2025-07-20
SHP001745,PO002390,UPS,WH003,"Chicago, IL",Delayed,2025-06-22
SHP001746,PO000495,Ryder,WH004,"Atlanta, GA",In Transit,2025-11-29
SHP001747,PO000768,Ryder,WH008,"New York, NY",Delayed,2025-07-11
SHP001748,PO000103,J.B. Hunt,WH007,"Atlanta, GA",In Transit,2025-09-19
SHP001749,PO001841,DHL,WH004,"Chicago, IL",Exception,2026-04-13
SHP001750,PO001203,FedEx,WH008,"Dallas, TX",Delayed,2025-06-30
SHP001751,PO000155,FedEx,WH007,"Atlanta, GA",Exception,2025-10-29
SHP001752,PO002361,UPS,WH002,"Atlanta, GA",Delivered,2025-05-28
SHP001753,PO002435,UPS,WH005,"Atlanta, GA",Delayed,2025-02-11
SHP001754,PO000792,UPS,WH001,"Seattle, WA",Exception,2026-05-31
SHP001755,PO001709,FedEx,WH007,"Chicago, IL",Delayed,2025-01-15
SHP001756,PO002499,Ryder,WH001,"Chicago, IL",In Transit,2026-05-25
SHP001757,PO002784,DHL,WH002,"Dallas, TX",Delayed,2025-04-28
SHP001758,PO001899,XPO Logistics,WH007,"Chicago, IL",Delayed,2025-05-09
SHP001759,PO001737,UPS,WH008,"Chicago, IL",Exception,2025-11-01
SHP001760,PO002283,XPO Logistics,WH005,"Atlanta, GA",Delivered,2025-07-11
SHP001761,PO000392,XPO Logistics,WH008,"Seattle, WA",Delayed,2025-07-27
SHP001762,PO002536,XPO Logistics,WH005,"Seattle, WA",Exception,2026-03-20
SHP001763,PO002788,XPO Logistics,WH007,"Chicago, IL",Exception,2025-07-10
SHP001764,PO002571,Ryder,WH004,"Chicago, IL",Delivered,2025-04-02
SHP001765,PO001296,XPO Logistics,WH003,"Dallas, TX",In Transit,2025-05-16
SHP001766,PO002590,UPS,WH007,"Seattle, WA",Exception,2025-01-02
SHP001767,PO001407,FedEx,WH005,"New York, NY",Delivered,2026-01-30
SHP001768,PO000265,J.B. Hunt,WH006,"Dallas, TX",Delayed,2025-04-07
SHP001769,PO000248,DHL,WH007,"Dallas, TX",Delayed,2026-04-16
SHP001770,PO002811,UPS,WH005,"New York, NY",Exception,2025-02-12
SHP001771,PO001939,XPO Logistics,WH001,"Seattle, WA",Delayed,2025-06-03
SHP001772,PO000125,J.B. Hunt,WH008,"New York, NY",In Transit,2025-06-11
SHP001773,PO000427,FedEx,WH005,"Dallas, TX",Delayed,2026-02-18
SHP001774,PO002087,XPO Logistics,WH002,"Atlanta, GA",Delivered,2026-01-25
SHP001775,PO000630,UPS,WH006,"Seattle, WA",In Transit,2025-07-14
SHP001776,PO001369,J.B. Hunt,WH006,"Dallas, TX",Delivered,2026-07-15
SHP001777,PO000165,UPS,WH001,"Chicago, IL",Exception,2025-01-16
SHP001778,PO000715,Ryder,WH002,"Dallas, TX",Delayed,2026-05-10
SHP001779,PO000742,UPS,WH008,"Chicago, IL",In Transit,2025-02-20
SHP001780,PO002324,UPS,WH006,"New York, NY",Delivered,2025-05-23
SHP001781,PO000337,Ryder,WH003,"New York, NY",Delayed,2025-04-10
SHP001782,PO001686,XPO Logistics,WH003,"Chicago, IL",In Transit,2025-02-06
SHP001783,PO002295,UPS,WH004,"Atlanta, GA",In Transit,2025-02-16
SHP001784,PO002969,UPS,WH006,"Dallas, TX",In Transit,2025-08-16
SHP001785,PO000932,UPS,WH008,"Seattle, WA",Delivered,2025-05-03
SHP001786,PO001597,Ryder,WH008,"New York, NY",In Transit,2026-07-09
SHP001787,PO001954,J.B. Hunt,WH008,"Seattle, WA",In Transit,2026-03-26
SHP001788,PO000758,UPS,WH004,"Seattle, WA",Exception,2026-07-01
SHP001789,PO002659,Ryder,WH005,"Chicago, IL",Delivered,2026-07-19
SHP001790,PO000261,XPO Logistics,WH006,"Dallas, TX",In Transit,2026-01-28
SHP001791,PO001565,Ryder,WH005,"New York, NY",Delayed,2025-09-19
SHP001792,PO001304,XPO Logistics,WH005,"Chicago, IL",Exception,2025-12-13
SHP001793,PO001744,UPS,WH001,"Seattle, WA",Delivered,2026-02-17
SHP001794,PO002365,Ryder,WH005,"New York, NY",Delivered,2025-11-13
SHP001795,PO001635,Ryder,WH008,"Chicago, IL",Delivered,2026-06-02
SHP001796,PO001429,J.B. Hunt,WH002,"Dallas, TX",Delivered,2025-06-27
SHP001797,PO001119,FedEx,WH005,"Chicago, IL",In Transit,2025-01-11
SHP001798,PO001518,DHL,WH002,"New York, NY",In Transit,2025-05-03
SHP001799,PO002406,Ryder,WH008,"New York, NY",Delivered,2025-03-19
SHP001800,PO000972,UPS,WH001,"Atlanta, GA",Exception,2025-09-13
SHP001801,PO002004,DHL,WH006,"Dallas, TX",Delivered,2026-04-11
SHP001802,PO000849,UPS,WH003,"Seattle, WA",Delayed,2025-10-17
SHP001803,PO001210,J.B. Hunt,WH001,"Chicago, IL",Delivered,2025-06-20
SHP001804,PO000853,FedEx,WH007,"Dallas, TX",Delayed,2025-09-28
SHP001805,PO000716,Ryder,WH007,"Chicago, IL",Exception,2025-08-07
SHP001806,PO001210,J.B. Hunt,WH006,"Dallas, TX",Delayed,2025-03-01
SHP001807,PO000455,UPS,WH004,"New York, NY",Exception,2025-08-27
SHP001808,PO002134,XPO Logistics,WH001,"Atlanta, GA",Delivered,2025-07-20
SHP001809,PO002260,FedEx,WH001,"Chicago, IL",Exception,2025-10-29
SHP001810,PO002624,UPS,WH003,"Seattle, WA",Exception,2026-02-25
SHP001811,PO002755,FedEx,WH006,"Chicago, IL",Delayed,2025-10-02
SHP001812,PO001832,UPS,WH006,"Dallas, TX",Delayed,2026-07-01
SHP001813,PO001871,DHL,WH008,"New York, NY",Exception,2025-08-28
SHP001814,PO002383,XPO Logistics,WH005,"Atlanta, GA",Delivered,2025-05-02
SHP001815,PO000463,J.B. Hunt,WH005,"Seattle, WA",Exception,2026-02-25
SHP001816,PO000095,UPS,WH001,"Dallas, TX",Delivered,2025-07-14
SHP001817,PO001685,J.B. Hunt,WH002,"Atlanta, GA",Delivered,2025-07-02
SHP001818,PO002520,FedEx,WH006,"New York, NY",Delayed,2025-05-04
SHP001819,PO001508,FedEx,WH002,"Atlanta, GA",Delivered,2025-05-04
SHP001820,PO001075,UPS,WH004,"Atlanta, GA",Exception,2025-02-16
SHP001821,PO002810,Ryder,WH007,"New York, NY",In Transit,2025-12-12
SHP001822,PO001968,J.B. Hunt,WH001,"Dallas, TX",In Transit,2026-06-07
SHP001823,PO001055,J.B. Hunt,WH002,"Chicago, IL",Delayed,2025-02-19
SHP001824,PO001700,XPO Logistics,WH004,"Dallas, TX",In Transit,2025-12-11
SHP001825,PO002104,XPO Logistics,WH007,"Dallas, TX",Exception,2026-05-23
SHP001826,PO001234,FedEx,WH007,"New York, NY",In Transit,2026-04-09
SHP001827,PO000105,J.B. Hunt,WH005,"Seattle, WA",In Transit,2026-04-20
SHP001828,PO001860,J.B. Hunt,WH002,"New York, NY",Exception,2025-04-02
SHP001829,PO001699,UPS,WH005,"Seattle, WA",In Transit,2026-06-29
SHP001830,PO002433,DHL,WH002,"Dallas, TX",Exception,2025-02-16
SHP001831,PO000957,UPS,WH001,"New York, NY",Delayed,2026-05-01
SHP001832,PO000409,J.B. Hunt,WH003,"Dallas, TX",Delivered,2025-07-09
SHP001833,PO001614,Ryder,WH002,"Atlanta, GA",In Transit,2025-04-27
SHP001834,PO002290,Ryder,WH002,"Atlanta, GA",In Transit,2025-11-15
SHP001835,PO001889,DHL,WH005,"Atlanta, GA",In Transit,2025-01-22
SHP001836,PO000568,J.B. Hunt,WH005,"Chicago, IL",Exception,2026-04-21
SHP001837,PO000427,XPO Logistics,WH004,"Atlanta, GA",Delayed,2026-07-31
SHP001838,PO001549,FedEx,WH008,"Seattle, WA",Delivered,2025-01-22
SHP001839,PO000987,DHL,WH006,"Dallas, TX",In Transit,2025-09-10
SHP001840,PO000320,FedEx,WH006,"Dallas, TX",Delivered,2025-09-22
SHP001841,PO002635,Ryder,WH001,"Chicago, IL",Delivered,2025-07-22
SHP001842,PO000108,XPO Logistics,WH007,"Dallas, TX",Delivered,2026-03-30
SHP001843,PO001631,XPO Logistics,WH002,"Seattle, WA",Exception,2025-01-05
SHP001844,PO001788,Ryder,WH005,"Seattle, WA",Exception,2026-07-24
SHP001845,PO000889,Ryder,WH003,"Dallas, TX",Delayed,2026-07-06
SHP001846,PO000918,J.B. Hunt,WH005,"New York, NY",Exception,2025-05-10
SHP001847,PO000100,FedEx,WH007,"New York, NY",Delivered,2026-06-09
SHP001848,PO000824,UPS,WH005,"Atlanta, GA",Exception,2025-05-24
SHP001849,PO001862,DHL,WH006,"Seattle, WA",Delayed,2025-02-27
SHP001850,PO002219,XPO Logistics,WH008,"Chicago, IL",In Transit,2025-11-13
SHP001851,PO001446,J.B. Hunt,WH007,"Chicago, IL",Delivered,2025-08-16
SHP001852,PO002629,FedEx,WH002,"Seattle, WA",Exception,2025-06-06
SHP001853,PO000867,J.B. Hunt,WH005,"Dallas, TX",Delivered,2025-10-07
SHP001854,PO000579,UPS,WH002,"New York, NY",Exception,2025-06-11
SHP001855,PO002302,XPO Logistics,WH001,"Seattle, WA",Delivered,2025-03-06
SHP001856,PO001467,XPO Logistics,WH004,"Seattle, WA",Exception,2026-06-24
SHP001857,PO001999,Ryder,WH006,"New York, NY",In Transit,2025-04-13
SHP001858,PO002436,J.B. Hunt,WH005,"Dallas, TX",In Transit,2025-12-21
SHP001859,PO002122,FedEx,WH006,"Seattle, WA",Delayed,2026-05-08
SHP001860,PO002928,XPO Logistics,WH006,"Seattle, WA",Delivered,2025-06-12
SHP001861,PO001127,Ryder,WH005,"Dallas, TX",Delayed,2026-01-29
SHP001862,PO002952,XPO Logistics,WH007,"Seattle, WA",Exception,2025-11-20
SHP001863,PO000665,DHL,WH008,"Dallas, TX",Exception,2025-04-08
SHP001864,PO000779,UPS,WH001,"Seattle, WA",Delivered,2025-05-02
SHP001865,PO001155,J.B. Hunt,WH001,"Atlanta, GA",Delivered,2025-04-18
SHP001866,PO001613,J.B. Hunt,WH007,"Seattle, WA",In Transit,2026-01-12
SHP001867,PO000670,UPS,WH006,"Atlanta, GA",In Transit,2026-02-24
SHP001868,PO001476,XPO Logistics,WH007,"Dallas, TX",In Transit,2025-12-20
SHP001869,PO000405,Ryder,WH004,"Chicago, IL",Delayed,2025-01-29
SHP001870,PO002700,Ryder,WH005,"New York, NY",Delayed,2026-06-10
SHP001871,PO000898,XPO Logistics,WH002,"New York, NY",Delivered,2026-06-13
SHP001872,PO002772,Ryder,WH004,"Dallas, TX",Exception,2026-06-13
SHP001873,PO000852,DHL,WH003,"Chicago, IL",Delayed,2025-07-29
SHP001874,PO002978,DHL,WH004,"Chicago, IL",Exception,2026-07-08
SHP001875,PO001798,FedEx,WH004,"Chicago, IL",Delivered,2025-01-04
SHP001876,PO001953,J.B. Hunt,WH001,"Atlanta, GA",In Transit,2025-01-10
SHP001877,PO001173,UPS,WH008,"Seattle, WA",Delivered,2025-02-18
SHP001878,PO001293,DHL,WH001,"Dallas, TX",Delayed,2026-07-22
SHP001879,PO000861,DHL,WH007,"Atlanta, GA",Delayed,2025-02-13
SHP001880,PO001093,DHL,WH008,"New York, NY",Delivered,2025-06-01
SHP001881,PO000790,Ryder,WH001,"New York, NY",Exception,2025-02-08
SHP001882,PO001594,UPS,WH008,"New York, NY",Delayed,2025-02-27
SHP001883,PO002651,XPO Logistics,WH004,"Seattle, WA",Delivered,2025-10-05
SHP001884,PO002137,J.B. Hunt,WH004,"New York, NY",Delivered,2025-04-25
SHP001885,PO000909,J.B. Hunt,WH004,"Seattle, WA",Exception,2025-10-01
SHP001886,PO000227,J.B. Hunt,WH007,"Dallas, TX",In Transit,2026-02-23
SHP001887,PO001166,XPO Logistics,WH008,"Seattle, WA",Exception,2025-07-18
SHP001888,PO000065,Ryder,WH008,"Atlanta, GA",Delivered,2026-04-12
SHP001889,PO001656,Ryder,WH005,"Chicago, IL",In Transit,2026-02-25
SHP001890,PO000275,DHL,WH005,"New York, NY",Exception,2025-04-12
SHP001891,PO000225,J.B. Hunt,WH002,"Atlanta, GA",Exception,2026-07-07
SHP001892,PO000849,DHL,WH006,"Chicago, IL",Delivered,2025-05-22
SHP001893,PO001550,FedEx,WH006,"Dallas, TX",Exception,2026-04-29
SHP001894,PO000450,DHL,WH001,"Atlanta, GA",Exception,2025-12-12
SHP001895,PO001744,DHL,WH005,"New York, NY",Exception,2025-06-16
SHP001896,PO001601,Ryder,WH007,"Seattle, WA",Delivered,2026-07-11
SHP001897,PO000939,FedEx,WH004,"New York, NY",Delayed,2025-01-26
SHP001898,PO000697,J.B. Hunt,WH008,"Dallas, TX",Delivered,2025-07-25
SHP001899,PO000410,Ryder,WH002,"Atlanta, GA",Exception,2025-10-13
SHP001900,PO002687,FedEx,WH004,"Atlanta, GA",In Transit,2025-01-23
SHP001901,PO002904,J.B. Hunt,WH003,"New York, NY",Delayed,2025-08-05
SHP001902,PO002740,FedEx,WH005,"Seattle, WA",Delivered,2025-11-15
SHP001903,PO000694,XPO Logistics,WH007,"Chicago, IL",In Transit,2025-11-16
SHP001904,PO001262,UPS,WH004,"Seattle, WA",Delayed,2026-03-27
SHP001905,PO000418,UPS,WH004,"Dallas, TX",In Transit,2026-05-09
SHP001906,PO001938,DHL,WH006,"Atlanta, GA",Delivered,2025-09-05
SHP001907,PO000112,Ryder,WH005,"Chicago, IL",Delayed,2026-02-11
SHP001908,PO000839,Ryder,WH001,"New York, NY",In Transit,2025-03-06
SHP001909,PO001058,J.B. Hunt,WH007,"New York, NY",Delayed,2025-10-31
SHP001910,PO002804,XPO Logistics,WH008,"Chicago, IL",Exception,2025-04-15
SHP001911,PO002004,J.B. Hunt,WH001,"New York, NY",Delivered,2026-04-29
SHP001912,PO000417,DHL,WH007,"Seattle, WA",Delivered,2026-05-28
SHP001913,PO002707,XPO Logistics,WH001,"New York, NY",Exception,2025-03-11
SHP001914,PO001462,FedEx,WH001,"Chicago, IL",Delayed,2025-05-01
SHP001915,PO002307,Ryder,WH003,"Atlanta, GA",Delayed,2026-02-18
SHP001916,PO000138,UPS,WH002,"Dallas, TX",Exception,2026-02-12
SHP001917,PO000031,J.B. Hunt,WH001,"Atlanta, GA",Delivered,2025-05-26
SHP001918,PO001166,DHL,WH001,"Dallas, TX",Exception,2025-12-18
SHP001919,PO002292,DHL,WH005,"Dallas, TX",Delivered,2025-09-20
SHP001920,PO002335,XPO Logistics,WH004,"Dallas, TX",Delayed,2026-03-13
SHP001921,PO002145,UPS,WH008,"Atlanta, GA",Delayed,2026-04-05
SHP001922,PO001113,UPS,WH001,"Chicago, IL",Exception,2025-06-08
SHP001923,PO002865,DHL,WH003,"New York, NY",Delivered,2026-04-07
SHP001924,PO001532,DHL,WH004,"Seattle, WA",In Transit,2025-01-23
SHP001925,PO000441,Ryder,WH004,"Seattle, WA",Delivered,2025-05-01
SHP001926,PO002323,Ryder,WH008,"Chicago, IL",Exception,2025-01-30
SHP001927,PO002892,UPS,WH005,"New York, NY",Delivered,2025-08-10
SHP001928,PO002744,UPS,WH008,"Seattle, WA",In Transit,2025-05-25
SHP001929,PO002914,XPO Logistics,WH008,"New York, NY",Delayed,2026-03-07
SHP001930,PO000312,XPO Logistics,WH006,"Chicago, IL",Delayed,2026-01-20
SHP001931,PO000935,FedEx,WH005,"New York, NY",In Transit,2025-10-11
SHP001932,PO001009,XPO Logistics,WH001,"Seattle, WA",Delayed,2025-06-09
SHP001933,PO002482,XPO Logistics,WH005,"Seattle, WA",Exception,2026-01-03
SHP001934,PO000243,DHL,WH008,"New York, NY",Delayed,2026-06-27
SHP001935,PO000724,DHL,WH006,"Dallas, TX",Delayed,2026-02-08
SHP001936,PO001413,UPS,WH008,"New York, NY",In Transit,2025-10-11
SHP001937,PO001691,XPO Logistics,WH003,"New York, NY",In Transit,2025-09-29
SHP001938,PO000061,XPO Logistics,WH006,"Chicago, IL",Delayed,2025-04-04
SHP001939,PO000347,XPO Logistics,WH004,"Atlanta, GA",In Transit,2026-06-18
SHP001940,PO001175,J.B. Hunt,WH008,"Seattle, WA",Delivered,2025-03-30
SHP001941,PO002132,DHL,WH002,"Atlanta, GA",Exception,2025-09-04
SHP001942,PO000204,XPO Logistics,WH008,"Seattle, WA",Delayed,2026-07-28
SHP001943,PO000958,XPO Logistics,WH004,"New York, NY",Delayed,2026-04-01
SHP001944,PO002499,FedEx,WH004,"Dallas, TX",Exception,2025-03-21
SHP001945,PO000202,XPO Logistics,WH008,"New York, NY",Exception,2025-07-03
SHP001946,PO000068,XPO Logistics,WH007,"Seattle, WA",Exception,2025-02-26
SHP001947,PO002442,FedEx,WH006,"Dallas, TX",Delayed,2025-06-28
SHP001948,PO002841,J.B. Hunt,WH005,"Seattle, WA",Delayed,2026-04-27
SHP001949,PO001175,FedEx,WH007,"Chicago, IL",In Transit,2025-05-28
SHP001950,PO000822,DHL,WH002,"New York, NY",Delayed,2026-02-21
SHP001951,PO001138,FedEx,WH006,"Chicago, IL",Exception,2025-11-22
SHP001952,PO001058,FedEx,WH005,"Dallas, TX",Delivered,2025-05-16
SHP001953,PO000064,UPS,WH008,"New York, NY",In Transit,2026-06-18
SHP001954,PO002541,Ryder,WH007,"New York, NY",Delivered,2026-06-29
SHP001955,PO000881,FedEx,WH005,"Seattle, WA",Exception,2025-11-19
SHP001956,PO000187,FedEx,WH008,"Dallas, TX",Exception,2025-02-24
SHP001957,PO000366,J.B. Hunt,WH007,"Seattle, WA",Delayed,2025-08-31
SHP001958,PO002597,Ryder,WH006,"Atlanta, GA",Delivered,2025-04-20
SHP001959,PO002932,XPO Logistics,WH005,"Dallas, TX",In Transit,2025-07-08
SHP001960,PO000813,XPO Logistics,WH006,"Atlanta, GA",In Transit,2025-09-27
SHP001961,PO001084,Ryder,WH008,"New York, NY",In Transit,2026-01-05
SHP001962,PO002704,DHL,WH002,"Seattle, WA",Exception,2025-07-20
SHP001963,PO002391,FedEx,WH003,"Chicago, IL",In Transit,2025-05-23
SHP001964,PO002627,FedEx,WH004,"Dallas, TX",Exception,2025-05-08
SHP001965,PO000541,UPS,WH002,"Atlanta, GA",Delivered,2025-03-03
SHP001966,PO001009,Ryder,WH005,"Seattle, WA",Delivered,2025-02-02
SHP001967,PO002319,DHL,WH008,"Seattle, WA",Delayed,2025-12-07
SHP001968,PO001992,Ryder,WH004,"Chicago, IL",In Transit,2025-10-25
SHP001969,PO000722,J.B. Hunt,WH002,"Chicago, IL",In Transit,2025-08-23
SHP001970,PO001073,J.B. Hunt,WH004,"Seattle, WA",In Transit,2025-03-09
SHP001971,PO001736,J.B. Hunt,WH004,"Atlanta, GA",Exception,2025-09-26
SHP001972,PO002337,DHL,WH007,"New York, NY",Delivered,2026-06-21
SHP001973,PO000741,UPS,WH008,"Atlanta, GA",Exception,2025-07-31
SHP001974,PO000645,XPO Logistics,WH003,"Seattle, WA",Delayed,2025-12-09
SHP001975,PO001806,XPO Logistics,WH001,"Chicago, IL",Delivered,2025-07-14
SHP001976,PO001456,XPO Logistics,WH005,"Atlanta, GA",Delayed,2025-11-03
SHP001977,PO001796,XPO Logistics,WH007,"Dallas, TX",Delivered,2025-03-04
SHP001978,PO000079,J.B. Hunt,WH004,"Dallas, TX",Delayed,2026-04-24
SHP001979,PO002171,XPO Logistics,WH005,"Seattle, WA",Exception,2025-05-31
SHP001980,PO000561,J.B. Hunt,WH008,"Chicago, IL",Delayed,2026-05-30
SHP001981,PO000932,DHL,WH007,"Chicago, IL",Delayed,2025-10-02
SHP001982,PO002490,Ryder,WH005,"Chicago, IL",Delivered,2025-05-26
SHP001983,PO002614,XPO Logistics,WH005,"New York, NY",Delivered,2025-06-26
SHP001984,PO001234,J.B. Hunt,WH002,"Dallas, TX",In Transit,2025-02-15
SHP001985,PO002470,FedEx,WH003,"Dallas, TX",In Transit,2025-05-22
SHP001986,PO002680,UPS,WH006,"Dallas, TX",Delayed,2025-04-09
SHP001987,PO000864,J.B. Hunt,WH005,"Dallas, TX",In Transit,2026-01-28
SHP001988,PO002157,FedEx,WH007,"Atlanta, GA",Delayed,2025-10-25
SHP001989,PO001412,XPO Logistics,WH001,"Dallas, TX",In Transit,2025-08-24
SHP001990,PO002423,XPO Logistics,WH006,"Dallas, TX",Exception,2026-05-26
SHP001991,PO002145,UPS,WH003,"Chicago, IL",Delivered,2025-02-17
SHP001992,PO002182,XPO Logistics,WH004,"Atlanta, GA",Exception,2025-01-28
SHP001993,PO002372,Ryder,WH005,"Chicago, IL",Exception,2026-06-06
SHP001994,PO000653,XPO Logistics,WH005,"New York, NY",In Transit,2026-03-13
SHP001995,PO001894,DHL,WH004,"Dallas, TX",Delayed,2026-03-09
SHP001996,PO001686,UPS,WH004,"Chicago, IL",Delivered,2025-08-02
SHP001997,PO002376,UPS,WH008,"Seattle, WA",Delayed,2025-09-21
SHP001998,PO001061,FedEx,WH006,"New York, NY",Exception,2025-08-30
SHP001999,PO001617,UPS,WH002,"New York, NY",Delayed,2026-07-05
SHP002000,PO000378,DHL,WH007,"New York, NY",Exception,2025-10-12
SHP002001,PO001478,DHL,WH004,"Dallas, TX",In Transit,2025-05-22
SHP002002,PO000698,UPS,WH006,"Atlanta, GA",In Transit,2025-03-23
SHP002003,PO001415,Ryder,WH004,"Dallas, TX",In Transit,2025-06-22
SHP002004,PO002254,FedEx,WH005,"Dallas, TX",Exception,2026-07-11
SHP002005,PO002451,XPO Logistics,WH001,"Seattle, WA",In Transit,2025-12-04
SHP002006,PO000148,XPO Logistics,WH008,"New York, NY",Exception,2025-03-01
SHP002007,PO001669,DHL,WH006,"Atlanta, GA",In Transit,2025-11-04
SHP002008,PO002597,Ryder,WH008,"Dallas, TX",Exception,2025-11-30
SHP002009,PO002939,FedEx,WH006,"Seattle, WA",Delivered,2025-08-25
SHP002010,PO001333,FedEx,WH001,"Chicago, IL",Exception,2025-08-04
SHP002011,PO000689,XPO Logistics,WH005,"Atlanta, GA",Delayed,2025-06-11
SHP002012,PO001819,J.B. Hunt,WH005,"Seattle, WA",Exception,2025-08-25
SHP002013,PO001839,J.B. Hunt,WH004,"Dallas, TX",Delayed,2026-01-16
SHP002014,PO000352,UPS,WH006,"New York, NY",Delivered,2025-01-15
SHP002015,PO000376,Ryder,WH008,"Chicago, IL",Delayed,2026-05-31
SHP002016,PO000012,Ryder,WH003,"Seattle, WA",Exception,2025-07-14
SHP002017,PO000928,UPS,WH008,"Dallas, TX",Delayed,2025-02-05
SHP002018,PO000280,DHL,WH003,"Dallas, TX",In Transit,2026-02-03
SHP002019,PO000771,UPS,WH008,"Chicago, IL",Delivered,2025-06-27
SHP002020,PO000505,UPS,WH007,"Seattle, WA",Delivered,2026-05-16
SHP002021,PO002658,FedEx,WH007,"New York, NY",Delayed,2026-05-21
SHP002022,PO001466,Ryder,WH002,"New York, NY",Delayed,2025-01-03
SHP002023,PO000086,UPS,WH004,"Atlanta, GA",Exception,2025-10-01
SHP002024,PO001748,UPS,WH006,"Dallas, TX",Exception,2025-05-27
