po_number,supplier_id,product_id,quantity,unit_price,order_value,order_date,expected_delivery_date,actual_delivery_date,status,delay_reason
PO001018,SUP013,PROD00486,2187,614.94,1344873.78,2026-02-28,2026-03-20,2026-03-18,Delivered,
PO001019,SUP001,PROD00475,1199,152.27,182571.73,2026-06-25,2026-07-03,2026-07-07,Delivered,
PO001020,SUP019,PROD00059,1263,805.0,1016715.0,2025-11-26,2025-12-08,2025-12-09,Delivered,
PO001021,SUP013,PROD00041,893,234.25,209185.25,2025-03-26,2025-04-10,2025-04-10,Delivered,
PO001022,SUP019,PROD00107,296,333.0,98568.0,2025-03-21,2025-03-27,,Open,
PO001023,SUP012,PROD00102,1627,355.57,578512.39,2025-08-06,2025-08-11,2025-08-15,Delivered,
PO001024,SUP014,PROD00493,2468,795.03,1962134.04,2025-07-12,2025-07-24,2025-07-24,Delivered,
PO001025,SUP018,PROD00091,1909,663.25,1266144.25,2026-06-25,2026-07-13,2026-07-28,Delayed,Raw material shortage
PO001026,SUP008,PROD00122,946,22.76,21530.96,2025-06-07,2025-06-20,2025-06-19,Delivered,
PO001027,SUP010,PROD00139,2153,634.69,1366487.57,2026-01-08,2026-02-07,,Cancelled,
PO001028,SUP004,PROD00384,1782,903.92,1610785.44,2025-07-27,2025-08-07,2025-08-08,Delivered,
PO001029,SUP018,PROD00006,653,819.64,535224.92,2025-06-18,2025-07-08,2025-07-06,Delivered,
PO001030,SUP018,PROD00456,1035,892.18,923406.3,2026-04-18,2026-04-29,,In Transit,
PO001031,SUP006,PROD00318,2000,103.49,206980.0,2025-01-17,2025-02-18,2025-02-15,Delivered,
PO001032,SUP008,PROD00068,2304,588.85,1356710.4,2026-06-28,2026-07-10,2026-07-08,Delivered,
PO001033,SUP006,PROD00333,1675,374.6,627455.0,2025-03-28,2025-04-26,2025-04-25,Delivered,
PO001034,SUP006,PROD00429,267,124.27,33180.09,2026-05-30,2026-06-30,,In Transit,
PO001035,SUP018,PROD00071,1616,382.08,617441.28,2026-03-28,2026-04-11,2026-04-08,Delivered,
PO001036,SUP014,PROD00248,773,753.06,582115.38,2026-03-09,2026-03-17,2026-03-20,Delivered,
PO001037,SUP003,PROD00184,2174,46.58,101264.92,2025-10-10,2025-10-28,,In Transit,
PO001038,SUP019,PROD00002,504,1096.2,552484.8,2026-03-20,2026-03-26,2026-03-26,Delivered,
PO001039,SUP003,PROD00435,2406,531.62,1279077.72,2025-08-13,2025-08-24,2025-08-21,Delivered,
PO001040,SUP012,PROD00185,1178,816.48,961813.44,2025-09-30,2025-10-08,2025-10-06,Delivered,
PO001041,SUP014,PROD00426,1655,432.72,716151.6,2025-08-20,2025-09-03,2025-09-06,Delivered,
PO001042,SUP003,PROD00273,2078,958.68,1992137.04,2026-02-07,2026-02-18,2026-02-19,Delivered,
PO001043,SUP020,PROD00170,1229,289.94,356336.26,2025-07-30,2025-08-22,2025-09-08,Delayed,Raw material shortage
PO001044,SUP013,PROD00011,2111,856.97,1809063.67,2025-10-22,2025-11-12,2025-11-11,Delivered,
PO001045,SUP020,PROD00325,1340,301.56,404090.4,2026-05-04,2026-05-31,2026-06-13,Delayed,Carrier capacity shortage
PO001046,SUP020,PROD00479,630,124.55,78466.5,2025-03-13,2025-04-05,2025-04-09,Delivered,
PO001047,SUP017,PROD00476,777,498.12,387039.24,2025-01-14,2025-02-16,2025-02-13,Delivered,
PO001048,SUP004,PROD00027,2483,321.04,797142.32,2025-09-28,2025-10-04,2025-10-01,Delivered,
PO001049,SUP008,PROD00470,1063,692.08,735681.04,2025-12-27,2026-01-08,2026-01-12,Delivered,
PO001050,SUP003,PROD00156,2373,159.1,377544.3,2026-04-29,2026-05-10,2026-05-07,Delivered,
PO001051,SUP019,PROD00045,650,549.22,356993.0,2025-10-25,2025-11-02,2025-11-01,Delivered,
PO001052,SUP007,PROD00061,1903,479.0,911537.0,2025-04-07,2025-04-18,2025-04-20,Delivered,
PO001053,SUP006,PROD00333,1104,374.6,413558.4,2026-05-18,2026-06-16,,Cancelled,
PO001054,SUP006,PROD00328,1494,441.67,659854.98,2026-05-14,2026-06-09,2026-06-06,Delivered,
PO001055,SUP012,PROD00113,511,703.55,359514.05,2025-11-05,2025-11-15,2025-12-10,Delayed,Customs clearance delay
PO001056,SUP010,PROD00263,1730,645.21,1116213.3,2025-10-04,2025-11-07,2025-11-13,Delayed,Carrier capacity shortage
PO001057,SUP013,PROD00087,1513,796.79,1205543.27,2025-08-14,2025-09-03,,Cancelled,
PO001058,SUP007,PROD00478,1522,304.57,463555.54,2026-05-25,2026-06-04,2026-06-07,Delivered,
PO001059,SUP013,PROD00347,492,1021.84,502745.28,2025-07-31,2025-08-21,2025-08-24,Delivered,
PO001060,SUP003,PROD00492,1890,202.9,383481.0,2025-10-08,2025-10-28,,In Transit,
PO001061,SUP001,PROD00370,1406,157.18,220995.08,2026-06-24,2026-07-01,2026-07-03,Delivered,
PO001062,SUP016,PROD00168,1316,911.82,1199955.12,2026-02-05,2026-02-19,2026-02-20,Delivered,
PO001063,SUP013,PROD00112,553,112.91,62439.23,2025-07-15,2025-07-25,2025-07-27,Delivered,
PO001064,SUP013,PROD00052,1231,1000.3,1231369.3,2026-03-20,2026-04-11,2026-04-13,Delivered,
PO001065,SUP016,PROD00358,1960,778.5,1525860.0,2025-04-23,2025-04-28,2025-04-27,Delivered,
PO001066,SUP018,PROD00369,2336,850.08,1985786.88,2025-06-03,2025-06-21,,Open,
PO001067,SUP005,PROD00109,1257,697.59,876870.63,2025-06-16,2025-06-30,2025-06-28,Delivered,
PO001068,SUP017,PROD00359,2479,505.99,1254349.21,2025-01-16,2025-02-17,2025-02-18,Delivered,
PO001069,SUP003,PROD00372,1812,205.63,372601.56,2025-05-07,2025-05-17,2025-05-14,Delivered,
PO001070,SUP020,PROD00404,1484,675.94,1003094.96,2025-12-27,2026-01-14,2026-01-13,Delivered,
PO001071,SUP007,PROD00395,402,229.58,92291.16,2025-10-18,2025-11-09,2025-12-02,Delayed,Carrier capacity shortage
PO001072,SUP019,PROD00348,855,167.65,143340.75,2025-10-05,2025-10-12,,Cancelled,
PO001073,SUP008,PROD00233,1241,444.21,551264.61,2026-03-19,2026-04-02,,Open,
PO001074,SUP009,PROD00007,1502,8.88,13337.76,2025-08-13,2025-09-01,,In Transit,
PO001075,SUP010,PROD00226,1120,227.64,254956.8,2025-09-12,2025-10-12,2025-10-10,Delivered,
PO001076,SUP012,PROD00488,1370,80.12,109764.4,2025-11-06,2025-11-20,2025-11-23,Delivered,
PO001077,SUP018,PROD00456,1755,892.18,1565775.9,2025-05-23,2025-06-12,2025-06-26,Delayed,Carrier capacity shortage
PO001078,SUP018,PROD00349,2371,490.78,1163639.38,2025-07-24,2025-08-07,2025-08-08,Delivered,
PO001079,SUP004,PROD00428,443,94.68,41943.24,2026-04-18,2026-05-01,2026-05-04,Delivered,
PO001080,SUP017,PROD00359,2113,505.99,1069156.87,2025-05-22,2025-06-25,2025-06-27,Delivered,
PO001081,SUP013,PROD00219,1772,1075.43,1905661.96,2026-01-02,2026-01-19,2026-01-23,Delivered,
PO001082,SUP005,PROD00368,158,365.61,57766.38,2026-02-25,2026-03-14,2026-03-19,Delivered,
PO001083,SUP016,PROD00440,1288,110.18,141911.84,2026-03-08,2026-03-14,,In Transit,
PO001084,SUP017,PROD00194,2366,998.51,2362474.66,2025-09-06,2025-10-10,2025-10-15,Delivered,
PO001085,SUP001,PROD00212,1658,957.12,1586904.96,2025-10-28,2025-11-02,,In Transit,
PO001086,SUP018,PROD00239,1945,841.96,1637612.2,2025-05-09,2025-05-25,,In Transit,
PO001087,SUP008,PROD00250,396,292.96,116012.16,2026-06-15,2026-06-27,,In Transit,
PO001088,SUP002,PROD00183,488,769.17,375354.96,2025-02-26,2025-03-07,,In Transit,
PO001089,SUP011,PROD00355,2366,114.91,271877.06,2025-12-08,2025-12-27,2025-12-28,Delivered,
PO001090,SUP017,PROD00207,2444,92.87,226974.28,2026-05-09,2026-06-06,2026-06-15,Delayed,Raw material shortage
PO001091,SUP009,PROD00361,2352,40.02,94127.04,2026-06-08,2026-06-27,2026-07-19,Delayed,Carrier capacity shortage
PO001092,SUP020,PROD00282,1282,364.02,466673.64,2026-05-23,2026-06-14,2026-06-13,Delivered,
PO001093,SUP002,PROD00329,872,52.59,45858.48,2025-11-15,2025-11-20,,In Transit,
PO001094,SUP003,PROD00467,2179,387.77,844950.83,2025-04-28,2025-05-09,2025-05-07,Delivered,
PO001095,SUP020,PROD00215,150,604.67,90700.5,2025-04-10,2025-05-05,2025-05-09,Delivered,
PO001096,SUP016,PROD00075,1278,306.71,391975.38,2026-06-02,2026-06-14,2026-06-12,Delivered,
PO001097,SUP014,PROD00172,1012,292.47,295979.64,2026-02-19,2026-03-03,,Cancelled,
PO001098,SUP008,PROD00397,1820,1005.19,1829445.8,2025-09-24,2025-10-08,2025-10-06,Delivered,
PO001099,SUP017,PROD00495,749,166.0,124334.0,2025-05-30,2025-06-17,2025-06-17,Delivered,
PO001100,SUP010,PROD00040,1237,865.11,1070141.07,2026-06-08,2026-07-13,2026-07-17,Delivered,
PO001101,SUP008,PROD00321,2069,575.85,1191433.65,2025-10-24,2025-10-30,,Open,
PO001102,SUP004,PROD00078,1950,733.51,1430344.5,2026-01-12,2026-01-21,2026-01-19,Delivered,
PO001103,SUP003,PROD00296,1922,250.91,482249.02,2026-03-03,2026-03-19,2026-03-20,Delivered,
PO001104,SUP007,PROD00178,189,307.71,58157.19,2025-05-04,2025-05-23,2025-05-24,Delivered,
PO001105,SUP019,PROD00198,1966,783.1,1539574.6,2026-04-01,2026-04-06,2026-04-23,Delayed,Carrier capacity shortage
PO001106,SUP008,PROD00068,1515,588.85,892107.75,2026-04-15,2026-04-24,2026-04-23,Delivered,
PO001107,SUP018,PROD00026,1649,193.51,319097.99,2026-05-28,2026-06-15,2026-06-20,Delivered,
PO001108,SUP020,PROD00215,1491,604.67,901562.97,2026-06-10,2026-06-30,2026-06-29,Delivered,
PO001109,SUP013,PROD00229,623,214.72,133770.56,2025-12-14,2025-12-31,,In Transit,
PO001110,SUP016,PROD00283,329,883.17,290562.93,2025-10-13,2025-10-22,,Open,
PO001111,SUP010,PROD00455,788,1008.06,794351.28,2026-05-11,2026-06-10,,Open,
PO001112,SUP013,PROD00088,1111,1164.37,1293615.07,2026-06-04,2026-06-26,,In Transit,
PO001113,SUP008,PROD00084,2444,35.91,87764.04,2025-05-13,2025-05-23,2025-05-25,Delivered,
PO001114,SUP019,PROD00038,999,143.2,143056.8,2026-02-18,2026-02-24,2026-02-23,Delivered,
PO001115,SUP004,PROD00187,1375,1096.68,1507935.0,2025-04-09,2025-04-15,2025-04-19,Delivered,
PO001116,SUP005,PROD00331,762,1169.3,891006.6,2025-08-26,2025-09-17,2025-09-30,Delayed,Port congestion
PO001117,SUP019,PROD00309,303,967.5,293152.5,2026-01-29,2026-02-09,,Open,
PO001118,SUP019,PROD00171,1858,760.19,1412433.02,2025-09-14,2025-09-20,2025-09-18,Delivered,
PO001119,SUP002,PROD00430,762,1022.24,778946.88,2026-01-19,2026-02-02,2026-01-30,Delivered,
PO001120,SUP004,PROD00144,595,110.32,65640.4,2025-11-25,2025-12-01,2025-12-04,Delivered,
PO001121,SUP006,PROD00415,1221,693.65,846946.65,2025-07-24,2025-08-17,2025-08-21,Delivered,
PO001122,SUP005,PROD00368,1827,365.61,667969.47,2025-08-19,2025-09-01,,In Transit,
PO001123,SUP010,PROD00315,444,325.9,144699.6,2026-06-26,2026-07-20,2026-07-17,Delivered,
PO001124,SUP013,PROD00199,1721,297.63,512221.23,2025-07-28,2025-08-07,2025-08-13,Delayed,Supplier production delay
PO001125,SUP002,PROD00183,2082,769.17,1601411.94,2025-03-15,2025-03-25,2025-03-30,Delivered,
PO001126,SUP020,PROD00325,1990,301.56,600104.4,2025-07-14,2025-08-07,,In Transit,
PO001127,SUP020,PROD00037,614,50.72,31142.08,2026-05-28,2026-06-26,2026-07-01,Delivered,
PO001128,SUP015,PROD00294,340,674.02,229166.8,2025-03-10,2025-03-27,2025-03-30,Delivered,
PO001129,SUP002,PROD00386,1271,476.79,606000.09,2025-03-22,2025-03-29,,In Transit,
PO001130,SUP012,PROD00185,2264,816.48,1848510.72,2025-04-14,2025-04-20,2025-04-17,Delivered,
PO001131,SUP006,PROD00147,1079,310.88,335439.52,2025-12-05,2025-12-23,2025-12-24,Delivered,
PO001132,SUP018,PROD00227,1229,1186.97,1458786.13,2026-02-04,2026-02-25,2026-02-24,Delivered,
PO001133,SUP013,PROD00238,2098,869.32,1823833.36,2025-03-18,2025-04-05,2025-04-10,Delivered,
PO001134,SUP010,PROD00299,2286,145.84,333390.24,2025-11-16,2025-12-16,,In Transit,
PO001135,SUP012,PROD00166,172,478.76,82346.72,2025-04-24,2025-05-08,2025-05-09,Delivered,
PO001136,SUP015,PROD00419,1420,1138.41,1616542.2,2025-02-03,2025-02-18,2025-02-18,Delivered,
PO001137,SUP011,PROD00181,305,656.84,200336.2,2025-03-02,2025-03-14,2025-03-16,Delivered,
PO001138,SUP020,PROD00161,1466,1163.66,1705925.56,2025-08-30,2025-10-02,2025-09-29,Delivered,
PO001139,SUP019,PROD00162,2308,444.57,1026067.56,2025-03-14,2025-03-25,2025-03-23,Delivered,
PO001140,SUP013,PROD00351,476,1162.24,553226.24,2026-05-06,2026-05-18,2026-05-15,Delivered,
PO001141,SUP004,PROD00027,1817,321.04,583329.68,2025-02-06,2025-02-18,2025-02-20,Delivered,
PO001142,SUP004,PROD00418,982,377.95,371146.9,2026-05-05,2026-05-14,,In Transit,
PO001143,SUP004,PROD00047,2238,1101.38,2464888.44,2025-01-22,2025-01-27,2025-01-27,Delivered,
PO001144,SUP003,PROD00235,124,846.0,104904.0,2026-01-24,2026-02-13,,In Transit,
PO001145,SUP002,PROD00406,562,919.74,516893.88,2026-05-09,2026-05-14,2026-05-17,Delivered,
PO001146,SUP018,PROD00456,523,892.18,466610.14,2026-03-17,2026-04-07,2026-04-06,Delivered,
PO001147,SUP010,PROD00024,1556,161.4,251138.4,2026-03-25,2026-04-15,,Open,
PO001148,SUP012,PROD00259,1025,555.69,569582.25,2025-12-27,2026-01-04,2026-01-01,Delivered,
PO001149,SUP014,PROD00267,1741,602.33,1048656.53,2025-08-26,2025-09-01,2025-09-01,Delivered,
PO001150,SUP015,PROD00442,282,787.24,222001.68,2025-02-16,2025-03-10,2025-03-10,Delivered,
PO001151,SUP019,PROD00305,1207,937.98,1132141.86,2025-03-20,2025-03-25,2025-03-24,Delivered,
PO001152,SUP004,PROD00187,1247,1096.68,1367559.96,2025-02-14,2025-02-24,2025-02-24,Delivered,
PO001153,SUP016,PROD00066,364,406.99,148144.36,2025-05-13,2025-05-27,2025-05-25,Delivered,
PO001154,SUP019,PROD00062,893,956.49,854145.57,2025-03-20,2025-03-29,,Open,
PO001155,SUP005,PROD00243,1512,555.45,839840.4,2026-05-22,2026-06-12,,In Transit,
PO001156,SUP008,PROD00397,2308,1005.19,2319978.52,2025-08-14,2025-08-26,2025-08-28,Delivered,
PO001157,SUP015,PROD00316,1356,123.99,168130.44,2025-10-27,2025-11-16,2025-11-17,Delivered,
PO001158,SUP002,PROD00115,2041,172.03,351113.23,2026-05-31,2026-06-06,2026-06-09,Delivered,
PO001159,SUP018,PROD00227,2183,1186.97,2591155.51,2025-10-14,2025-10-25,2025-10-24,Delivered,
PO001160,SUP003,PROD00156,913,159.1,145258.3,2025-08-25,2025-09-08,,In Transit,
PO001161,SUP009,PROD00186,1012,380.69,385258.28,2025-05-06,2025-06-04,2025-06-14,Delayed,Port congestion
PO001162,SUP011,PROD00145,2093,1045.28,2187771.04,2026-03-27,2026-04-16,2026-04-25,Delayed,Port congestion
PO001163,SUP007,PROD00039,1280,825.79,1057011.2,2025-02-04,2025-02-18,2025-02-21,Delivered,
PO001164,SUP003,PROD00372,2078,205.63,427299.14,2025-03-28,2025-04-07,2025-04-10,Delivered,
PO001165,SUP013,PROD00385,969,666.55,645886.95,2025-01-20,2025-02-05,2025-02-02,Delivered,
PO001166,SUP003,PROD00156,2231,159.1,354952.1,2025-07-30,2025-08-15,2025-08-18,Delivered,
PO001167,SUP011,PROD00209,1474,51.5,75911.0,2025-02-23,2025-03-15,2025-03-20,Delivered,
PO001168,SUP016,PROD00089,1427,749.05,1068894.35,2025-01-27,2025-02-10,,In Transit,
PO001169,SUP016,PROD00168,1446,911.82,1318491.72,2025-09-26,2025-10-10,2025-10-07,Delivered,
PO001170,SUP001,PROD00244,283,739.83,209371.89,2026-03-21,2026-04-01,,In Transit,
PO001171,SUP011,PROD00175,2240,926.94,2076345.6,2025-04-22,2025-05-10,2025-05-11,Delivered,
PO001172,SUP013,PROD00326,1115,230.43,256929.45,2026-04-20,2026-05-06,2026-05-11,Delivered,
PO001173,SUP018,PROD00437,590,182.64,107757.6,2025-06-16,2025-07-02,2025-07-02,Delivered,
PO001174,SUP013,PROD00219,1073,1075.43,1153936.39,2025-01-16,2025-01-30,2025-02-13,Delayed,Port congestion
PO001175,SUP004,PROD00127,1173,123.52,144888.96,2025-10-30,2025-11-09,2025-11-06,Delivered,
PO001176,SUP004,PROD00373,559,423.82,236915.38,2026-01-06,2026-01-15,2026-01-12,Delivered,
PO001177,SUP005,PROD00331,1133,1169.3,1324816.9,2025-11-11,2025-11-30,,In Transit,
PO001178,SUP013,PROD00229,86,214.72,18465.92,2025-07-03,2025-07-20,2025-07-24,Delivered,
PO001179,SUP002,PROD00489,2016,1058.45,2133835.2,2026-04-23,2026-04-28,,Open,
PO001180,SUP014,PROD00267,1182,602.33,711954.06,2025-08-12,2025-08-23,2025-08-21,Delivered,
PO001181,SUP019,PROD00477,1181,141.97,167666.57,2025-11-18,2025-11-24,2025-11-25,Delivered,
PO001182,SUP002,PROD00001,651,823.11,535844.61,2025-09-23,2025-10-05,2025-10-04,Delivered,
PO001183,SUP018,PROD00057,804,28.16,22640.64,2025-02-20,2025-03-05,2025-03-02,Delivered,
PO001184,SUP008,PROD00332,2316,877.3,2031826.8,2026-06-03,2026-06-15,2026-06-12,Delivered,
PO001185,SUP017,PROD00359,1111,505.99,562154.89,2025-08-22,2025-09-10,,Open,
PO001186,SUP014,PROD00494,2263,778.47,1761677.61,2025-09-21,2025-09-26,2025-09-28,Delivered,
PO001187,SUP019,PROD00002,367,1096.2,402305.4,2025-02-15,2025-03-01,2025-02-27,Delivered,
PO001188,SUP003,PROD00319,1020,517.93,528288.6,2026-06-04,2026-06-21,2026-06-19,Delivered,
PO001189,SUP014,PROD00426,342,432.72,147990.24,2025-07-28,2025-08-07,2025-08-10,Delivered,
PO001190,SUP016,PROD00230,1525,1178.11,1796617.75,2026-03-13,2026-03-22,2026-03-24,Delivered,
PO001191,SUP004,PROD00127,1254,123.52,154894.08,2025-12-10,2025-12-21,2026-01-07,Delayed,Customs clearance delay
PO001192,SUP003,PROD00142,664,27.4,18193.6,2025-02-01,2025-02-13,2025-02-14,Delivered,
PO001193,SUP014,PROD00055,2142,105.32,225595.44,2025-01-27,2025-02-02,2025-02-04,Delivered,
PO001194,SUP006,PROD00414,1601,402.49,644386.49,2026-06-05,2026-07-04,,Open,
PO001195,SUP007,PROD00039,1610,825.79,1329521.9,2025-02-03,2025-02-23,,In Transit,
PO001196,SUP005,PROD00109,969,697.59,675964.71,2025-03-22,2025-04-02,,Open,
PO001197,SUP013,PROD00434,1762,221.61,390476.82,2026-05-31,2026-06-19,,In Transit,
PO001198,SUP015,PROD00237,2198,971.39,2135115.22,2025-05-05,2025-05-23,2025-06-17,Delayed,Customs clearance delay
PO001199,SUP017,PROD00008,2406,649.56,1562841.36,2026-06-17,2026-07-19,2026-07-19,Delivered,
PO001200,SUP014,PROD00494,995,778.47,774577.65,2025-10-28,2025-11-05,2025-11-07,Delivered,
PO001201,SUP010,PROD00080,1037,349.29,362213.73,2026-04-12,2026-05-10,2026-05-19,Delayed,Raw material shortage
PO001202,SUP002,PROD00021,2345,898.83,2107756.35,2026-04-01,2026-04-12,2026-04-14,Delivered,
PO001203,SUP010,PROD00455,2033,1008.06,2049385.98,2026-06-02,2026-06-22,,Open,
PO001204,SUP016,PROD00448,991,1007.39,998323.49,2025-08-24,2025-09-05,,In Transit,
PO001205,SUP013,PROD00077,2445,931.95,2278617.75,2025-05-09,2025-05-27,2025-05-30,Delivered,
PO001206,SUP001,PROD00389,1449,626.03,907117.47,2025-05-22,2025-06-05,2025-06-06,Delivered,
PO001207,SUP011,PROD00452,2118,607.15,1285943.7,2025-11-18,2025-11-29,2025-12-02,Delivered,
PO001208,SUP008,PROD00410,786,270.59,212683.74,2025-06-01,2025-06-15,2025-06-15,Delivered,
PO001209,SUP005,PROD00073,1128,851.08,960018.24,2026-04-10,2026-04-20,2026-04-23,Delivered,
PO001210,SUP013,PROD00351,1817,1162.24,2111790.08,2026-04-27,2026-05-18,2026-05-15,Delivered,
PO001211,SUP006,PROD00147,592,310.88,184040.96,2025-01-25,2025-02-17,,Cancelled,
PO001212,SUP012,PROD00116,1779,469.43,835115.97,2026-06-12,2026-06-25,,Open,
PO001213,SUP001,PROD00104,1038,554.19,575249.22,2025-12-29,2026-01-05,2026-01-10,Delivered,
PO001214,SUP005,PROD00140,2472,1134.66,2804879.52,2025-10-28,2025-11-08,2025-11-10,Delivered,
PO001215,SUP016,PROD00409,1888,356.07,672260.16,2025-04-21,2025-04-26,2025-04-28,Delivered,
PO001216,SUP015,PROD00447,1234,927.71,1144794.14,2026-02-23,2026-03-15,2026-03-18,Delivered,
PO001217,SUP005,PROD00121,2464,336.34,828741.76,2026-05-04,2026-05-25,2026-05-24,Delivered,
PO001218,SUP016,PROD00066,2481,406.99,1009742.19,2026-06-06,2026-06-12,2026-06-09,Delivered,
PO001219,SUP018,PROD00071,1603,382.08,612474.24,2026-01-14,2026-02-03,,In Transit,
PO001220,SUP006,PROD00420,446,901.39,402019.94,2025-11-25,2025-12-27,2025-12-28,Delivered,
PO001221,SUP004,PROD00411,2360,559.19,1319688.4,2025-08-26,2025-09-04,2025-09-01,Delivered,
PO001222,SUP019,PROD00014,1218,649.38,790944.84,2026-06-15,2026-06-28,2026-07-01,Delivered,
PO001223,SUP008,PROD00258,636,458.91,291866.76,2025-11-27,2025-12-08,2025-12-07,Delivered,
PO001224,SUP010,PROD00393,2405,981.78,2361180.9,2025-02-12,2025-03-08,2025-03-09,Delivered,
PO001225,SUP002,PROD00177,535,355.66,190278.1,2025-11-18,2025-11-24,2025-11-23,Delivered,
PO001226,SUP014,PROD00441,743,127.66,94851.38,2025-10-22,2025-10-31,2025-10-31,Delivered,
PO001227,SUP013,PROD00346,484,608.99,294751.16,2025-10-23,2025-11-06,,Cancelled,
PO001228,SUP004,PROD00425,2311,342.83,792280.13,2025-08-26,2025-09-04,2025-09-04,Delivered,
PO001229,SUP003,PROD00319,2261,517.93,1171039.73,2026-06-05,2026-06-27,2026-06-24,Delivered,
PO001230,SUP012,PROD00032,1563,801.99,1253510.37,2025-07-19,2025-07-24,2025-07-21,Delivered,
PO001231,SUP003,PROD00372,2389,205.63,491250.07,2025-07-28,2025-08-11,,Open,
PO001232,SUP005,PROD00247,1908,288.1,549694.8,2026-03-13,2026-04-03,2026-04-02,Delivered,
PO001233,SUP013,PROD00052,541,1000.3,541162.3,2025-10-30,2025-11-10,,In Transit,
PO001234,SUP009,PROD00007,405,8.88,3596.4,2026-04-01,2026-05-02,,In Transit,
PO001235,SUP013,PROD00179,527,527.16,277813.32,2025-05-21,2025-06-04,,In Transit,
PO001236,SUP013,PROD00486,354,614.94,217688.76,2025-12-29,2026-01-20,2026-01-20,Delivered,
PO001237,SUP006,PROD00279,1180,179.39,211680.2,2025-12-01,2025-12-24,,In Transit,
PO001238,SUP002,PROD00329,1339,52.59,70418.01,2026-04-10,2026-04-23,2026-04-21,Delivered,
PO001239,SUP018,PROD00081,1350,513.04,692604.0,2025-02-09,2025-02-25,2025-03-02,Delivered,
PO001240,SUP013,PROD00077,195,931.95,181730.25,2025-07-14,2025-08-01,,In Transit,
PO001241,SUP011,PROD00136,951,377.41,358916.91,2025-01-09,2025-01-22,2025-01-25,Delivered,
PO001242,SUP013,PROD00005,816,717.71,585651.36,2025-07-20,2025-08-03,2025-08-07,Delivered,
PO001243,SUP010,PROD00226,2164,227.64,492612.96,2026-05-24,2026-06-20,2026-06-18,Delivered,
PO001244,SUP005,PROD00480,2334,833.68,1945809.12,2025-08-08,2025-08-18,2025-08-22,Delivered,
PO001245,SUP002,PROD00115,1607,172.03,276452.21,2025-08-02,2025-08-09,2025-08-10,Delivered,
PO001246,SUP010,PROD00315,787,325.9,256483.3,2025-08-29,2025-09-27,,In Transit,
PO001247,SUP006,PROD00333,1656,374.6,620337.6,2025-11-04,2025-11-29,2025-12-20,Delayed,Customs clearance delay
PO001248,SUP020,PROD00093,445,463.39,206208.55,2026-01-01,2026-02-05,,In Transit,
PO001249,SUP013,PROD00199,1226,297.63,364894.38,2025-08-13,2025-08-24,,Open,
PO001250,SUP012,PROD00166,524,478.76,250870.24,2026-03-06,2026-03-18,2026-03-21,Delivered,
PO001251,SUP016,PROD00256,515,561.87,289363.05,2025-06-30,2025-07-12,,Open,
PO001252,SUP002,PROD00124,2053,1134.77,2329682.81,2025-12-22,2026-01-02,2026-01-06,Delivered,
PO001253,SUP017,PROD00495,2128,166.0,353248.0,2026-02-26,2026-03-23,2026-03-24,Delivered,
PO001254,SUP008,PROD00304,1121,956.08,1071765.68,2025-08-09,2025-08-20,2025-08-22,Delivered,
PO001255,SUP007,PROD00200,1791,583.68,1045370.88,2025-11-22,2025-12-08,2025-12-12,Delivered,
PO001256,SUP001,PROD00104,1149,554.19,636764.31,2026-02-13,2026-02-22,,Open,
PO001257,SUP019,PROD00151,1313,542.43,712210.59,2026-05-13,2026-05-21,2026-05-18,Delivered,
PO001258,SUP016,PROD00379,2245,688.26,1545143.7,2026-04-04,2026-04-15,2026-04-14,Delivered,
